BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom,Floor Group
1,10000,450,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,15000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
3,55000,1450,Delhi,Furnished,Bachelors,2,Ground Floor/Basement
2,20000,1000,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,16000,550,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,23000,900,Delhi,Furnished,Bachelors/Family,2,Upper Floor
3,150000,0,Delhi,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,25000,0,Delhi,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
1,9000,600,Delhi,Semi-Furnished,Bachelors,1,Lower Floor
1,11000,0,Delhi,Semi-Furnished,Bachelors,1,Upper Floor
2,11500,550,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
3,16000,0,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
3,23000,1250,Delhi,Unfurnished,Bachelors,2,Lower Floor
4,30000,1950,Delhi,Semi-Furnished,Bachelors/Family,4,Lower Floor
3,110000,1750,Delhi,Semi-Furnished,Bachelors,4,Upper Floor
1,3500,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,12100,700,Delhi,Unfurnished,Bachelors,1,Upper Floor
2,19000,1800,Delhi,Unfurnished,Bachelors,1,Lower Floor
2,40000,0,Delhi,Furnished,Bachelors/Family,2,Upper Floor
2,8000,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
3,42000,1700,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
3,13000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,44000,1700,Delhi,Semi-Furnished,Bachelors,3,Upper Floor
1,11000,450,Delhi,Semi-Furnished,Bachelors,1,Lower Floor
3,40000,1350,Delhi,Semi-Furnished,Bachelors,3,Upper Floor
4,150000,0,Delhi,Semi-Furnished,Bachelors/Family,4,Upper Floor
2,13000,650,Delhi,Unfurnished,Bachelors/Family,2,Lower Floor
2,17500,650,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,14500,1250,Delhi,Unfurnished,Bachelors/Family,3,Lower Floor
3,24000,1250,Delhi,Unfurnished,Bachelors,2,Lower Floor
3,30000,1000,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
1,10000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,10000,500,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,90000,1550,Delhi,Semi-Furnished,Bachelors,3,Lower Floor
2,32000,0,Delhi,Unfurnished,Bachelors,2,Lower Floor
3,80000,2000,Delhi,Unfurnished,Bachelors/Family,3,Upper Floor
1,5500,30,Delhi,Furnished,Bachelors/Family,1,Upper Floor
1,6000,50,Delhi,Semi-Furnished,Bachelors,1,Upper Floor
3,30000,0,Delhi,Furnished,Bachelors/Family,2,Lower Floor
3,42000,1450,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
1,5500,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,7000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,0,Delhi,Unfurnished,Bachelors,1,Ground Floor/Basement
1,17000,400,Delhi,Furnished,Bachelors/Family,1,Upper Floor
1,18000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,14000,1000,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
1,17000,450,Delhi,Furnished,Bachelors/Family,1,Lower Floor
3,27000,0,Delhi,Semi-Furnished,Family,2,Upper Floor
3,25000,1200,Delhi,Semi-Furnished,Bachelors,2,Lower Floor
2,23000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,24500,84,Delhi,Furnished,Bachelors,2,Lower Floor
1,10000,200,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
2,35000,0,Delhi,Unfurnished,Bachelors,2,Upper Floor
2,27000,1300,Delhi,Furnished,Bachelors/Family,2,Ground Floor/Basement
1,7000,200,Delhi,Unfurnished,Bachelors,1,Lower Floor
1,5000,300,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,5000,550,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Delhi,Semi-Furnished,Bachelors,1,Upper Floor
2,30000,750,Delhi,Furnished,Bachelors/Family,2,Lower Floor
2,25000,950,Delhi,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,6000,350,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,45000,0,Delhi,Unfurnished,Bachelors/Family,3,Upper Floor
3,40000,180,Delhi,Unfurnished,Bachelors,3,Ground Floor/Basement
2,8500,0,Delhi,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,16500,950,Delhi,Unfurnished,Bachelors,1,Lower Floor
3,100000,1400,Delhi,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,52000,200,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
1,12500,450,Delhi,Furnished,Bachelors/Family,1,Upper Floor
2,14000,0,Delhi,Unfurnished,Bachelors/Family,2,Upper Floor
1,15000,0,Delhi,Unfurnished,Bachelors/Family,1,Lower Floor
1,5000,300,Delhi,Furnished,Bachelors,1,Lower Floor
2,40000,95,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,17000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
3,15000,0,Delhi,Furnished,Bachelors/Family,3,Lower Floor
1,6000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,85000,325,Delhi,Unfurnished,Bachelors,3,Lower Floor
2,18000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,7500,0,Delhi,Unfurnished,Bachelors/Family,1,Upper Floor
2,10000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,9000,0,Delhi,Furnished,Bachelors/Family,1,Upper Floor
3,24000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12000,500,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10500,500,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,31000,0,Delhi,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,9000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,9000,0,Delhi,Semi-Furnished,Bachelors/Family,1,Upper Floor
3,27000,1050,Delhi,Unfurnished,Family,2,Ground Floor/Basement
2,12500,500,Delhi,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors,2,Lower Floor
2,6500,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,90000,2400,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
1,15000,650,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,15000,1000,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
2,7600,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
3,29000,1200,Chennai,Semi-Furnished,Bachelors,3,Lower Floor
3,20000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,12000,0,Chennai,Furnished,Bachelors/Family,2,Lower Floor
2,10500,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,29000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,26000,0,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
3,25000,0,Chennai,Furnished,Family,3,Ground Floor/Basement
2,10000,0,Chennai,Unfurnished,Family,2,Lower Floor
2,14000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,6000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
3,40000,0,Chennai,Unfurnished,Bachelors,2,Ground Floor/Basement
2,23000,920,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,600,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,810,Chennai,Unfurnished,Bachelors,1,Ground Floor/Basement
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,11000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Upper Floor
2,20000,0,Chennai,Unfurnished,Family,1,Lower Floor
2,15000,0,Chennai,Furnished,Bachelors/Family,1,Ground Floor/Basement
4,22000,2117,Chennai,Semi-Furnished,Bachelors/Family,4,Upper Floor
2,6000,0,Chennai,Unfurnished,Bachelors,2,Upper Floor
2,20000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,6500,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
2,12000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Lower Floor
2,27000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,15000,0,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,22000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,7000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Lower Floor
1,6500,0,Chennai,Furnished,Bachelors/Family,1,Lower Floor
2,9000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,4500,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Chennai,Unfurnished,Family,2,Ground Floor/Basement
2,18000,1100,Chennai,Semi-Furnished,Bachelors,2,Ground Floor/Basement
2,8000,650,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,5000,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
2,14000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
1,6500,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,790,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,13000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,11200,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
1,8900,550,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,12000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,45000,1800,Chennai,Unfurnished,Bachelors,3,Lower Floor
3,35000,1550,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
3,34999,1462,Chennai,Semi-Furnished,Family,3,Upper Floor
2,11000,970,Chennai,Semi-Furnished,Bachelors,2,Ground Floor/Basement
3,150000,2300,Chennai,Semi-Furnished,Bachelors,3,Upper Floor
2,15000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,15000,674,Chennai,Unfurnished,Bachelors,2,Ground Floor/Basement
2,10000,750,Chennai,Unfurnished,Family,2,Ground Floor/Basement
2,12000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,1030,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,35000,1540,Chennai,Furnished,Bachelors,2,Upper Floor
3,40000,1800,Chennai,Unfurnished,Bachelors,3,Upper Floor
2,24000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,12000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,30000,1200,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,15000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,33000,800,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,9000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,30000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,13000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,0,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
2,20000,880,Chennai,Semi-Furnished,Family,2,Lower Floor
3,36000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,10000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,16000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,6000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Lower Floor
3,22000,0,Chennai,Semi-Furnished,Family,2,Ground Floor/Basement
1,6000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,6500,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
1,3000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
3,27000,1650,Chennai,Semi-Furnished,Family,3,Upper Floor
2,8000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,12500,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,11000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
3,40000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,15000,700,Chennai,Unfurnished,Bachelors,2,Lower Floor
2,8000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,34000,0,Chennai,Furnished,Bachelors/Family,3,Lower Floor
1,7500,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
1,14000,420,Chennai,Unfurnished,Bachelors,1,Upper Floor
2,15000,0,Chennai,Furnished,Bachelors/Family,2,Lower Floor
3,21000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
3,12000,0,Chennai,Semi-Furnished,Family,2,Lower Floor
3,75000,1900,Chennai,Semi-Furnished,Family,3,Upper Floor
2,15000,0,Chennai,Furnished,Bachelors/Family,2,Lower Floor
1,6000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
3,20500,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,13500,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,10000,750,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,15000,1150,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,11000,800,Chennai,Unfurnished,Family,2,Upper Floor
2,12000,930,Chennai,Furnished,Family,2,Lower Floor
2,15000,2800,Chennai,Unfurnished,Family,2,Ground Floor/Basement
2,20000,800,Chennai,Semi-Furnished,Family,2,Upper Floor
2,24000,0,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,16000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Chennai,Unfurnished,Family,1,Lower Floor
3,30000,1800,Chennai,Semi-Furnished,Bachelors,3,Lower Floor
3,26000,1100,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,10000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,9000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,9000,575,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,12000,870,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,20000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,15000,0,Chennai,Unfurnished,Bachelors,3,Lower Floor
1,8000,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
3,13000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
1,6800,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,9000,0,Chennai,Furnished,Bachelors/Family,1,Lower Floor
3,14000,1600,Chennai,Furnished,Bachelors/Family,3,Ground Floor/Basement
4,55000,2400,Chennai,Unfurnished,Bachelors/Family,4,Lower Floor
3,50000,1600,Chennai,Semi-Furnished,Bachelors,3,Upper Floor
1,8000,400,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,16000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,15000,600,Chennai,Unfurnished,Bachelors,2,Lower Floor
2,15000,750,Chennai,Unfurnished,Bachelors,2,Lower Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
4,75000,0,Chennai,Semi-Furnished,Family,5,Upper Floor
1,9000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
1,6500,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
3,17000,0,Chennai,Furnished,Bachelors/Family,2,Upper Floor
3,49000,1700,Chennai,Furnished,Bachelors,3,Lower Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,25000,1425,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,40000,1550,Chennai,Unfurnished,Bachelors,3,Lower Floor
1,8000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,17500,1200,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,11000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,8500,1261,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,11000,425,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,12500,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
3,90000,2300,Chennai,Semi-Furnished,Bachelors,3,Lower Floor
2,14000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
3,150000,2400,Chennai,Furnished,Bachelors/Family,3,Upper Floor
2,25000,0,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
2,18000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,17000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,8500,0,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
3,15000,800,Chennai,Semi-Furnished,Bachelors,2,Lower Floor
2,22000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
1,5000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,10000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,15000,0,Chennai,Unfurnished,Bachelors/Family,3,Lower Floor
3,34500,450,Chennai,Semi-Furnished,Bachelors,3,Ground Floor/Basement
1,8000,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
2,22000,800,Chennai,Unfurnished,Family,2,Ground Floor/Basement
2,13000,850,Chennai,Unfurnished,Family,2,Ground Floor/Basement
2,6500,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,18000,900,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
3,30000,0,Chennai,Furnished,Bachelors/Family,3,Ground Floor/Basement
1,8500,400,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
4,20000,1900,Chennai,Semi-Furnished,Family,4,Lower Floor
2,12000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,18000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,19000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Chennai,Furnished,Bachelors/Family,2,Upper Floor
3,16000,1158,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
1,5700,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,15000,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
2,11000,0,Chennai,Semi-Furnished,Family,2,Lower Floor
3,17000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,18000,0,Chennai,Furnished,Bachelors/Family,2,Ground Floor/Basement
2,9500,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,900,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,12000,1100,Chennai,Semi-Furnished,Family,1,Ground Floor/Basement
2,16000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,8000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,10000,0,Chennai,Semi-Furnished,Family,2,Lower Floor
2,15000,800,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,7500,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
3,30000,2000,Chennai,Furnished,Bachelors/Family,3,Upper Floor
2,16000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,14000,1100,Chennai,Semi-Furnished,Family,2,Upper Floor
2,10000,650,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
3,25000,1100,Chennai,Unfurnished,Bachelors,2,Lower Floor
2,11500,1250,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,11000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,10000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,18000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,7500,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
2,7500,750,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,12000,570,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,40000,0,Chennai,Furnished,Bachelors/Family,2,Lower Floor
1,5000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,20000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
1,6500,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
3,12000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
1,12000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,14000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,13000,660,Chennai,Semi-Furnished,Family,2,Ground Floor/Basement
1,9000,700,Chennai,Semi-Furnished,Family,1,Lower Floor
1,10000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
3,15000,0,Chennai,Unfurnished,Family,2,Lower Floor
2,15000,0,Chennai,Semi-Furnished,Family,2,Ground Floor/Basement
2,19000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,16000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
2,12000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,11000,0,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,8000,0,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Chennai,Furnished,Bachelors/Family,2,Upper Floor
3,70000,1500,Chennai,Furnished,Bachelors/Family,3,Lower Floor
3,45000,0,Chennai,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
3,60000,1700,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
2,12000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
3,80000,0,Chennai,Semi-Furnished,Bachelors,3,Upper Floor
2,23999,610,Chennai,Furnished,Bachelors/Family,1,Upper Floor
2,23000,0,Chennai,Furnished,Bachelors/Family,2,Upper Floor
2,16000,900,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
2,14000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
3,13000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,14000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
1,7000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
1,3500,0,Chennai,Unfurnished,Bachelors,1,Ground Floor/Basement
1,12000,650,Chennai,Semi-Furnished,Family,2,Lower Floor
1,8000,0,Chennai,Unfurnished,Bachelors/Family,1,Upper Floor
2,25000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,12000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
1,7000,0,Chennai,Unfurnished,Bachelors/Family,1,Lower Floor
3,20000,1400,Chennai,Semi-Furnished,Family,3,Upper Floor
2,18000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Upper Floor
2,11000,780,Chennai,Semi-Furnished,Family,2,Lower Floor
3,65000,2200,Chennai,Unfurnished,Bachelors,3,Lower Floor
3,75000,2500,Chennai,Unfurnished,Bachelors/Family,3,Ground Floor/Basement
1,15000,0,Chennai,Furnished,Bachelors,2,Ground Floor/Basement
2,12000,619,Chennai,Furnished,Bachelors/Family,1,Lower Floor
2,8500,700,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
3,38000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Upper Floor
3,30000,0,Chennai,Unfurnished,Bachelors/Family,3,Lower Floor
1,9000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
3,25000,0,Chennai,Semi-Furnished,Bachelors/Family,3,Lower Floor
2,9000,600,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
1,8500,550,Chennai,Unfurnished,Bachelors,2,Ground Floor/Basement
1,7000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
2,25000,800,Chennai,Semi-Furnished,Bachelors,2,Upper Floor
2,8500,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
1,6500,450,Chennai,Semi-Furnished,Bachelors/Family,1,Upper Floor
1,7000,0,Chennai,Unfurnished,Bachelors/Family,1,Ground Floor/Basement
1,4500,0,Chennai,Unfurnished,Bachelors,1,Ground Floor/Basement
2,22000,800,Chennai,Unfurnished,Bachelors/Family,2,Ground Floor/Basement
2,10000,0,Chennai,Semi-Furnished,Family,1,Lower Floor
2,16000,0,Chennai,Unfurnished,Bachelors/Family,2,Upper Floor
3,85000,0,Chennai,Furnished,Bachelors/Family,2,Upper Floor
2,15000,1330,Chennai,Furnished,Bachelors/Family,2,Lower Floor
3,25000,0,Chennai,Semi-Furnished,Family,4,Upper Floor
1,9000,0,Chennai,Semi-Furnished,Bachelors/Family,1,Ground Floor/Basement
2,20000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Ground Floor/Basement
2,15000,0,Chennai,Unfurnished,Family,2,Lower Floor
2,9000,700,Chennai,Semi-Furnished,Bachelors,2,Lower Floor
2,14000,0,Chennai,Furnished,Bachelors/Family,2,Upper Floor
2,15000,0,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
3,14000,950,Chennai,Semi-Furnished,Bachelors/Family,2,Lower Floor
2,8000,0,Chennai,Unfurnished,Bachelors/Family,2,Lower Floor
